hub_id,betweenness,closeness,pagerank,clustering,in_degree,out_degree,weighted_in,weighted_out,sla_breach_score,inbound_breach_score,bottleneck_rank
IND560300AAA,0.006998063553891128,0.11500275456807107,0.0037642334259966686,0.034831065965842616,4,12,187,227,136.2046240904486,135.5,0.9777392947103275
IND713205AAB,0.017858689494005122,0.10027652854639856,0.002162552599089878,0.01046654079882351,6,10,43,35,33.52777777777778,41.62359550561798,0.9757556675062973
IND121004AAB,0.005989713077010483,0.1141697992334729,0.0036927955855302268,0.012570351942802257,8,6,112,117,110.43908903274227,102.6351190975028,0.9745277078085642
IND854326AAB,0.013915077660467973,0.11531547629835891,0.0014685007026187084,0.03510840900149673,6,8,41,51,48.2266391326794,39.70203628691144,0.9739294710327455
IND560099AAB,0.004152592271220056,0.11638253939913228,0.005973100576439105,0.023552197429241715,11,15,264,343,221.28556003615907,189.08793868316752,0.9722921914357682
IND244901AAB,0.01688291771653512,0.08975843927795019,0.002279782997682317,0.011030634860958623,9,6,43,45,32.46969696969697,26.42380952380952,0.9719143576826196
IND416012AAA,0.011936517623089875,0.11708092899195274,0.002190974399662252,0.020866412637673394,5,5,41,38,35.18787878787879,32.70138348533712,0.9716309823677582
IND305001AAC,0.012917057015107775,0.09471412557160686,0.0025550030841139807,0.018593478144522706,4,4,47,31,30.518518518518515,44.657738095238095,0.9711901763224181
IND532001AAB,0.008966293759748778,0.08876792231459549,0.002188595779073116,0.02440602031540571,5,4,35,43,42.806451612903224,34.0,0.9697103274559193
IND515004AAA,0.011926982393994078,0.11610591919166433,0.0018081853277460832,0.010705273304148914,4,4,41,41,37.625371120107964,35.39285714285714,0.9696473551637281
IND273014AAB,0.014905152281581673,0.09353678886425003,0.0023231927520174847,0.0,5,5,35,31,29.35930735930736,31.689497716894977,0.9695843828715365
IND573201AAB,0.011930160803692677,0.11264318634472749,0.0019231238528831694,0.028826941886724824,4,5,37,33,32.5,32.38095238095238,0.9675062972292191
IND313001AAB,0.010327447713173952,0.10082623931811693,0.001738737742948394,0.0268636417878608,4,5,38,36,34.801166920345004,34.32727208398973,0.9660264483627203
IND742101AAC,0.01685192822197378,0.09568327034522675,0.0017434000984558517,0.01497022542276927,6,6,33,26,24.545808966861596,30.5,0.9656801007556676
IND403726AAA,0.007917418559210992,0.1039242429044723,0.001921710815614209,0.02066828167019736,4,6,43,42,38.80263157894737,39.57741659538067,0.9653022670025189
IND000000AFT,0.005989713077010483,0.09703340357026939,0.0017061452058724181,0.018129096581156086,5,8,103,50,44.40392156862745,101.91821396993811,0.964735516372796
IND211002AAB,0.01014548375792914,0.09645124805153878,0.0019547514852444824,0.0,4,4,32,37,34.55555555555556,25.88888888888889,0.964735516372796
IND786001AAB,0.011941285237637773,0.06074646875018452,0.0020519509774815613,0.02116160331772583,6,5,31,29,25.667709637046308,28.80851619644723,0.9647040302267001
IND585104AAA,0.006979787698124182,0.10604724781601828,0.0019477514150649364,0.0,5,5,41,42,39.92207792207792,35.988679902473,0.9642632241813602
IND533106AAA,0.007001241963589728,0.10057822508359482,0.0020165160175300467,0.031010563669979164,8,8,39,38,35.13333333333333,36.455882352941174,0.9642002518891688
IND201301AAF,0.009958752188136426,0.12083656953305005,0.0020068093599510174,0.02721500531611231,8,2,68,25,24.0,58.91078431372549,0.9628148614609571
IND306401AAB,0.009948422356615978,0.10000978327046299,0.0015103921382308512,0.03826464965769356,3,4,25,44,39.45483954451346,24.624243843421922,0.9626259445843829
IND431136AAC,0.00797621913863508,0.10062847943511363,0.0013831946504024874,0.010301811418722015,5,5,34,44,41.98729573697773,33.8,0.9620906801007557
IND263153AAB,0.008969472169447377,0.10236121572307465,0.0022952505538206343,0.009247286360916877,6,5,31,39,29.78797145769623,26.116666666666667,0.9619332493702771
IND575004AAB,0.010480805981131372,0.10920825373961301,0.0018589358659877313,0.016613645314631872,6,7,31,25,24.512820512820515,30.74736842105263,0.9607367758186398
IND144001AAB,0.003994466388714739,0.09529653084826918,0.0028475176207361555,0.05380683895986061,5,5,57,43,36.35,54.04639841033283,0.9583123425692694
IND384205AAA,0.009960341392985727,0.10003095957526058,0.0019172976316590106,0.01420898216486287,5,5,37,33,24.433333333333334,22.350044365572316,0.9569269521410579
IND834002AAB,0.00413431641545311,0.11876702422747917,0.0014129584081484577,0.033454737466260945,5,5,42,52,45.40009136250707,37.10505097272318,0.9549433249370277
IND507002AAA,0.006394960313581901,0.09973929596246757,0.0016217556856554433,0.01982038604497333,4,6,34,32,31.066666666666663,28.75,0.9544710327455919
IND788026AAC,0.006982171505398132,0.08196811110119995,0.0016668250694904041,0.04445120636004653,3,4,21,34,34.0,20.865168539325843,0.9539357682619647
IND421302AAR,0.0049940762389242355,0.08177389319213596,0.0012433724321143224,0.0,5,4,38,36,34.75,38.0,0.951889168765743
IND125001AAA,0.008559457318328061,0.11620960678407062,0.0014501593493240507,0.016529090694831636,5,7,22,30,25.974388674388678,20.952380952380953,0.9513539042821159
IND413002AAA,0.004217749670041343,0.11215002660401537,0.0014911653763061972,0.04677962355013708,5,4,39,38,34.09330110013313,33.899410029498526,0.9505667506297227
IND523002AAA,0.006978993095699533,0.10852762248040938,0.0018822108071999447,0.024057667718278768,3,5,25,31,28.95177304964539,18.062937062937063,0.9500629722921914
IND691001AAB,0.015863442805709376,0.09754174867129242,0.0016529373978599298,0.0,2,4,26,26,19.074675324675326,20.465934065934064,0.9498110831234257
IND821115AAB,0.00797621913863508,0.11370522043524152,0.0015451526886409584,0.019625425013044987,4,5,30,23,20.53256259025349,27.20774983881367,0.9477959697732998
IND600044AAD,0.003995260991139388,0.09989431239575443,0.0012824262929354764,0.03998335230724425,5,5,35,39,34.94047619047619,28.375,0.9466939546599497
